2026-03-18 17:05:39,18.1,48.5,68
2026-03-18 17:05:40,18.3,49.3,70
2026-03-18 17:05:41,18.3,49.6,68
2026-03-18 17:05:43,18.2,50.1,68
2026-03-18 17:05:44,18.0,49.0,66
2026-03-18 17:05:45,17.8,49.5,65
2026-03-18 17:05:46,17.5,49.9,66
2026-03-18 17:05:47,17.1,49.3,67
2026-03-18 17:05:48,17.3,49.2,67
2026-03-18 17:05:49,17.4,49.5,67
2026-03-18 17:05:50,17.3,50.2,68
2026-03-18 17:05:51,17.0,49.4,67
2026-03-18 17:05:52,17.2,48.4,65
2026-03-18 17:05:53,17.0,47.6,67
2026-03-18 17:05:54,17.3,46.6,69
2026-03-18 17:05:55,16.9,47.5,68
2026-03-18 17:05:56,16.9,46.5,67
2026-03-18 17:05:57,17.2,46.1,69
2026-03-18 17:05:58,16.9,46.7,69
2026-03-18 17:05:59,16.8,46.7,70
2026-03-18 17:06:00,16.9,47.4,71
2026-03-18 17:06:01,17.1,48.0,73
2026-03-18 17:06:02,17.3,49.1,72
2026-03-18 17:06:03,17.1,49.9,74
2026-03-18 17:06:04,17.2,50.3,73
2026-03-18 17:06:05,16.9,50.1,71
2026-03-18 17:06:06,16.7,49.8,73
2026-03-18 17:06:07,16.5,49.8,72
2026-03-18 17:06:08,16.4,49.1,71
2026-03-18 17:06:09,16.1,48.5,70
2026-03-18 17:06:10,16.3,47.4,72
2026-03-18 17:06:11,16.4,47.9,74
2026-03-18 17:06:12,16.5,48.8,74
2026-03-18 17:06:14,16.1,47.9,76
2026-03-18 17:06:15,16.1,47.6,77
2026-03-18 17:06:16,16.4,48.7,77
2026-03-18 17:06:17,16.3,48.0,79
2026-03-18 17:06:18,16.3,47.4,80
2026-03-18 17:06:19,16.0,47.1,78
2026-03-18 17:06:20,16.0,46.4,79
2026-03-18 17:06:21,16.0,46.2,78
2026-03-18 17:06:22,16.0,47.4,79
2026-03-18 17:06:23,16.0,48.2,79
2026-03-18 17:06:24,16.3,48.5,81
2026-03-18 17:06:25,16.3,48.9,83
2026-03-18 17:06:26,16.4,49.6,83
2026-03-18 17:06:27,16.3,50.1,83
2026-03-18 17:06:28,16.1,49.9,82
2026-03-18 17:06:29,16.0,49.1,83
2026-03-18 17:06:30,16.2,49.4,84
2026-03-18 17:06:31,16.2,48.5,84
2026-03-18 17:06:32,16.0,49.4,83
2026-03-18 17:06:33,16.0,48.8,85
2026-03-18 17:06:34,16.0,48.0,83
2026-03-18 17:06:35,16.1,47.7,83
2026-03-18 17:06:36,16.0,48.0,82
2026-03-18 17:06:37,16.2,47.5,84
2026-03-18 17:06:38,16.1,46.4,83
2026-03-18 17:06:39,16.3,46.9,82
2026-03-18 17:06:40,16.4,47.7,82
2026-03-18 17:06:42,16.2,48.2,82
2026-03-18 17:06:43,16.5,48.0,84
2026-03-18 17:06:44,16.7,48.1,84
2026-03-18 17:06:45,16.4,47.1,83
2026-03-18 17:06:46,16.4,46.8,82
2026-03-18 17:06:47,16.4,46.4,81
2026-03-18 17:06:48,16.2,47.4,80
2026-03-18 17:06:49,16.3,47.0,82
2026-03-18 17:06:50,16.0,46.8,80
2026-03-18 17:06:51,16.0,46.2,80
2026-03-18 17:06:52,16.2,46.6,82
2026-03-18 17:06:53,16.0,45.4,83
2026-03-18 17:06:54,16.0,46.6,82
2026-03-18 17:06:55,16.3,45.9,80
2026-03-18 17:06:56,16.4,44.9,81
2026-03-18 17:06:57,16.1,44.9,82
2026-03-18 17:06:58,16.0,45.9,82
2026-03-18 17:06:59,16.0,46.2,84
2026-03-18 17:07:00,16.1,46.4,86
2026-03-18 17:07:01,16.0,46.7,88
2026-03-18 17:07:02,16.1,47.1,89
2026-03-18 17:07:03,16.1,47.9,87
2026-03-18 17:07:04,16.0,49.0,88
2026-03-18 17:07:05,16.0,49.3,90
2026-03-18 17:07:06,16.0,48.7,90
2026-03-18 17:07:07,16.0,48.5,90
2026-03-18 17:07:08,16.0,49.2,89
2026-03-18 17:07:10,16.0,50.1,88
